index,data_0,tag_0
2006-12-16,1209.1760000000006,5
2006-12-17,3390.46,6
2006-12-18,2203.8259999999964,0
2006-12-19,1666.1940000000006,1
2006-12-20,2225.747999999999,2
2006-12-21,1716.6239999999993,3
2006-12-22,2341.3379999999993,4
2006-12-23,4773.385999999998,5
2006-12-24,2550.012000000007,6
2006-12-25,2743.1200000000053,0
2006-12-26,3934.11,1
2006-12-27,1528.7600000000004,2
2006-12-28,2072.638,3
2006-12-29,3174.3919999999966,4
2006-12-30,2789.3020000000015,5
2006-12-31,3494.1959999999995,6
2007-01-01,2749.004000000016,0
2007-01-02,1269.2360000000006,1
2007-01-03,1014.0540000000005,2
2007-01-04,3259.4119999999907,3
2007-01-05,2713.3639999999928,4
2007-01-06,1508.3779999999997,5
2007-01-07,2447.620000000002,6
2007-01-08,2241.3599999999974,0
2007-01-09,1869.053999999999,1
2007-01-10,2154.799999999996,2
2007-01-11,2255.1940000000004,3
2007-01-12,1461.2960000000023,4
2007-01-13,3186.813999999998,5
2007-01-14,3007.815999999998,6
2007-01-15,2148.677999999998,0
2007-01-16,1686.4039999999998,1
2007-01-17,2847.6879999999987,2
2007-01-18,1821.4620000000011,3
2007-01-19,1480.4400000000028,4
2007-01-20,3133.7319999999963,5
2007-01-21,3407.261999999998,6
2007-01-22,2180.494,0
2007-01-23,1777.6400000000003,1
2007-01-24,2987.853999999998,2
2007-01-25,1596.3439999999975,3
2007-01-26,1617.9719999999984,4
2007-01-27,2044.0720000000008,5
2007-01-28,3090.203999999989,6
2007-01-29,1982.6640000000002,0
2007-01-30,1707.7979999999984,1
2007-01-31,2363.7520000000013,2
2007-02-01,1824.76,3
2007-02-02,1667.7359999999976,4
2007-02-03,4029.721999999996,5
2007-02-04,3595.9400000000023,6
2007-02-05,1645.2799999999997,0
2007-02-06,1273.4800000000005,1
2007-02-07,2328.018000000001,2
2007-02-08,1801.4140000000002,3
2007-02-09,1620.198000000001,4
2007-02-10,2829.3279999999995,5
2007-02-11,3571.2279999999987,6
2007-02-12,1877.6100000000004,0
2007-02-13,1414.5460000000003,1
2007-02-14,2498.6719999999964,2
2007-02-15,1985.3459999999977,3
2007-02-16,1702.5279999999975,4
2007-02-17,2076.9120000000025,5
2007-02-18,3829.762000000007,6
2007-02-19,2186.6139999999978,0
2007-02-20,3149.928000000004,1
2007-02-21,2072.8740000000025,2
2007-02-22,3369.4779999999955,3
2007-02-23,1313.4800000000025,4
2007-02-24,714.9220000000016,5
2007-02-25,501.74000000000103,6
2007-02-26,568.484,0
2007-02-27,518.1119999999974,1
2007-02-28,520.774000000001,2
2007-03-01,517.5640000000016,3
2007-03-02,515.6880000000006,4
2007-03-03,819.1220000000008,5
2007-03-04,2090.700000000001,6
2007-03-05,2660.332000000001,0
2007-03-06,1246.4999999999977,1
2007-03-07,2375.2060000000024,2
2007-03-08,1572.1319999999964,3
2007-03-09,1272.6119999999996,4
2007-03-10,2484.712000000008,5
2007-03-11,3480.636000000001,6
2007-03-12,1950.6680000000008,0
2007-03-13,1290.1440000000034,1
2007-03-14,1793.3639999999998,2
2007-03-15,1884.8140000000012,3
2007-03-16,1702.053999999999,4
2007-03-17,2028.090000000002,5
2007-03-18,2371.045999999996,6
2007-03-19,2152.5179999999987,0
2007-03-20,2086.2279999999996,1
2007-03-21,2142.092000000001,2
2007-03-22,1454.9779999999998,3
2007-03-23,1309.008,4
2007-03-24,2968.430000000003,5
2007-03-25,3336.1240000000016,6
2007-03-26,1416.0819999999994,0
2007-03-27,1105.1399999999999,1
2007-03-28,2333.8980000000015,2
2007-03-29,1590.405999999999,3
2007-03-30,1402.3939999999977,4
2007-03-31,3509.510000000001,5
2007-04-01,2785.952000000006,6
2007-04-02,1960.7780000000037,0
2007-04-03,1642.819999999997,1
2007-04-04,2051.867999999997,2
2007-04-05,1844.078,3
2007-04-06,1601.1400000000006,4
2007-04-07,1553.9239999999988,5
2007-04-08,1608.8159999999975,6
2007-04-09,1000.9200000000026,0
2007-04-10,777.3640000000003,1
2007-04-11,887.4820000000022,2
2007-04-12,537.7060000000009,3
2007-04-13,551.0220000000013,4
2007-04-14,554.2680000000017,5
2007-04-15,726.1640000000002,6
2007-04-16,952.3899999999998,0
2007-04-17,1223.7340000000017,1
2007-04-18,998.2460000000004,2
2007-04-19,1028.6580000000035,3
2007-04-20,822.5799999999998,4
2007-04-21,1673.6559999999981,5
2007-04-22,2233.714000000001,6
2007-04-23,1054.5659999999993,0
2007-04-24,1032.0999999999995,1
2007-04-25,1264.1619999999994,2
2007-04-26,1275.4660000000006,3
2007-04-27,1094.3319999999985,4
2007-04-28,22.738000000000003,5
2007-04-30,420.82199999999995,0
2007-05-01,1663.8579999999988,1
2007-05-02,1003.4860000000006,2
2007-05-03,1090.2379999999994,3
2007-05-04,998.1280000000025,4
2007-05-05,1563.052000000002,5
2007-05-06,2102.1040000000007,6
2007-05-07,1643.6640000000007,0
2007-05-08,1789.2920000000001,1
2007-05-09,1665.7359999999992,2
2007-05-10,707.8840000000004,3
2007-05-11,979.1539999999999,4
2007-05-12,1441.5659999999966,5
2007-05-13,1634.7379999999973,6
2007-05-14,1467.7820000000015,0
2007-05-15,904.3919999999999,1
2007-05-16,1692.9439999999995,2
2007-05-17,1231.8159999999982,3
2007-05-18,1631.5299999999977,4
2007-05-19,1429.4419999999977,5
2007-05-20,1968.327999999999,6
2007-05-21,1120.0620000000017,0
2007-05-22,1132.8519999999992,1
2007-05-23,1464.936000000004,2
2007-05-24,1154.3880000000015,3
2007-05-25,1614.2199999999975,4
2007-05-26,1512.247999999999,5
2007-05-27,2153.807999999997,6
2007-05-28,1637.4680000000008,0
2007-05-29,1061.339999999998,1
2007-05-30,1609.8659999999998,2
2007-05-31,938.5500000000006,3
2007-06-01,1044.9179999999985,4
2007-06-02,1484.361999999998,5
2007-06-03,2108.0259999999994,6
2007-06-04,911.6179999999988,0
2007-06-05,1458.8920000000016,1
2007-06-06,1693.6379999999965,2
2007-06-07,985.0020000000013,3
2007-06-08,2148.0459999999994,4
2007-06-09,1059.814,5
2007-06-10,1340.812,6
2007-06-11,794.6539999999994,0
2007-06-12,918.7659999999988,1
2007-06-13,927.2720000000005,2
2007-06-14,1259.0839999999998,3
2007-06-15,989.6040000000004,4
2007-06-16,2017.7620000000002,5
2007-06-17,1947.0900000000022,6
2007-06-18,678.4740000000023,0
2007-06-19,842.359999999999,1
2007-06-20,1074.2860000000035,2
2007-06-21,806.945999999999,3
2007-06-22,566.2939999999991,4
2007-06-23,477.5660000000013,5
2007-06-24,714.6559999999973,6
2007-06-25,1072.2019999999993,0
2007-06-26,944.9079999999974,1
2007-06-27,1480.8259999999977,2
2007-06-28,1295.4379999999987,3
2007-06-29,1304.1979999999992,4
2007-06-30,1335.3139999999985,5
2007-07-01,1026.6639999999995,6
2007-07-02,967.0319999999984,0
2007-07-03,1059.9119999999991,1
2007-07-04,1003.4100000000022,2
2007-07-05,1057.2899999999977,3
2007-07-06,1069.5239999999988,4
2007-07-07,1358.205999999999,5
2007-07-08,1089.0800000000013,6
2007-07-09,1180.1579999999994,0
2007-07-10,908.3239999999973,1
2007-07-11,722.351999999995,2
2007-07-12,1069.5819999999999,3
2007-07-13,794.382000000002,4
2007-07-14,1288.1699999999992,5
2007-07-15,917.0239999999989,6
2007-07-16,853.6739999999998,0
2007-07-17,719.6320000000031,1
2007-07-18,757.0820000000015,2
2007-07-19,677.886000000001,3
2007-07-20,1110.4220000000007,4
2007-07-21,1060.2480000000014,5
2007-07-22,1375.7740000000003,6
2007-07-23,991.0179999999997,0
2007-07-24,825.2840000000006,1
2007-07-25,472.5600000000039,2
2007-07-26,924.5000000000014,3
2007-07-27,1202.5139999999994,4
2007-07-28,1621.8620000000014,5
2007-07-29,321.11600000000084,6
2007-07-30,466.81599999999764,0
2007-07-31,812.3319999999987,1
2007-08-01,1060.3380000000018,2
2007-08-02,1019.4159999999983,3
2007-08-03,1063.364000000001,4
2007-08-04,1144.9899999999977,5
2007-08-05,787.0979999999959,6
2007-08-06,1089.7199999999991,0
2007-08-07,1483.580000000001,1
2007-08-08,1125.4819999999938,2
2007-08-09,1071.6800000000017,3
2007-08-10,1028.0100000000011,4
2007-08-11,1091.6500000000049,5
2007-08-12,1241.9040000000043,6
2007-08-13,1153.0119999999995,0
2007-08-14,941.1900000000009,1
2007-08-15,1191.859999999991,2
2007-08-16,958.4959999999928,3
2007-08-17,1009.8920000000085,4
2007-08-18,347.96000000000004,5
2007-08-19,1422.2940000000008,6
2007-08-20,1338.8420000000008,0
2007-08-21,642.5560000000022,1
2007-08-22,1209.8080000000039,2
2007-08-23,1112.3119999999992,3
2007-08-24,1656.2139999999977,4
2007-08-25,1150.879999999998,5
2007-08-26,1314.9059999999993,6
2007-08-27,1211.7299999999987,0
2007-08-28,997.0039999999987,1
2007-08-29,747.9920000000014,2
2007-08-30,1202.4580000000033,3
2007-08-31,1279.8219999999967,4
2007-09-01,1701.4859999999994,5
2007-09-02,1662.467999999999,6
2007-09-03,1038.9219999999996,0
2007-09-04,1584.9440000000009,1
2007-09-05,1236.5720000000028,2
2007-09-06,901.4740000000015,3
2007-09-07,1336.4959999999962,4
2007-09-08,1469.7520000000002,5
2007-09-09,1679.5020000000018,6
2007-09-10,1117.3760000000038,0
2007-09-11,983.5720000000005,1
2007-09-12,1287.764,2
2007-09-13,1146.3820000000028,3
2007-09-14,1135.4699999999998,4
2007-09-15,1095.3120000000013,5
2007-09-16,1652.2240000000006,6
2007-09-17,1461.1859999999983,0
2007-09-18,1167.5200000000007,1
2007-09-19,1298.6839999999993,2
2007-09-20,1255.5319999999954,3
2007-09-21,1238.7800000000002,4
2007-09-22,1176.1719999999993,5
2007-09-23,1417.969999999998,6
2007-09-24,1354.5300000000018,0
2007-09-25,1764.3420000000006,1
2007-09-26,1822.264,2
2007-09-27,1392.5999999999988,3
2007-09-28,1680.498000000002,4
2007-09-29,2296.5219999999968,5
2007-09-30,1516.2900000000002,6
2007-10-01,1720.9219999999993,0
2007-10-02,2198.8639999999923,1
2007-10-03,1280.453999999998,2
